StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,ESL_Screener,Aut_Group,Consent_Proceed,Age,Demographics_Ed,Q3,Q3_3_TEXT,Q4,Q5,Q5_7_TEXT,Q6,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q24_16,Q24_17,Q24_18,Q24_19,Q24_20,Q62,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q26,Q61,Q29,Q29_6_TEXT,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,PROLIFIC_PID,SESSION_ID,STUDY_ID,LIST_ID,Prac,feedback
2024-06-26 17:52:10,2024-06-26 18:09:48,IP Address,174.210.168.244,100,1057,True,2024-06-26 18:09:49,R_1EulMNA5868y0Ux,,,,,38.9592,-94.5961,anonymous,EN,662ad7d6e4e60324b508ac65,Yes,No,"Yes, I give consent",53,High School,Female,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Frequently,Frequently,Frequently,Never,Never,Frequently,Always,Always,Never,,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Frequently,Sometimes,Frequently,Frequently,"I was constantly getting pulled down by my dog, occupational therapist suggested looping a leash a certain way. I put 2 leashes together which helped until I got a harness. I have long haul covid. I also was born a preemie.",I am right-handed.,"Learning Difficulties, Disabilities,Other",co-ordination issues,I was tested and needed additional help with hand and eye coordination as a toddler. I was born 2 weeks late and weighed 4 lbs and 14 oz. I was preemie size and was not breathing when I came out. I have mild cognitive decline due to long haul covid. Diagnosed in December 2022.,Certainly true,Somewhat true,Not true,Not true,Certainly true,Not true,Not true,662ad7d6e4e60324b508ac65,667c9b8cacbd1b234858b4a6,6675e9e612bd2a2af68bed70,64,1,1
2024-06-26 17:50:10,2024-06-26 18:10:20,IP Address,68.59.231.210,100,1209,True,2024-06-26 18:10:20,R_7tilrrH2mU7akfl,,,,,35.4557,-84.6026,anonymous,EN,5a04869ff2e3460001edad2e,Yes,No,"Yes, I give consent",33,High School,Male,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Sometimes,Never,Frequently,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Frequently,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Frequently,Never,Frequently,,Frequently,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Frequently,I just try to be patient with myself and perform my actions slowly and deliberately whenever I feel I'm having difficulty coordinating.,I am right-handed.,,,,Somewhat true,Certainly true,Somewhat true,Not true,Somewhat true,Somewhat true,Not true,5a04869ff2e3460001edad2e,667c9b1aa9ce42cb235c8362,6675e9e612bd2a2af68bed70,120,1,1
2024-06-26 18:01:08,2024-06-26 18:12:52,IP Address,75.66.248.126,100,703,True,2024-06-26 18:12:52,R_3mLf9sugPKEMArh,,,,,32.4143,-90.1185,anonymous,EN,5d76c05f35227b0019dc57d1,Yes,No,"Yes, I give consent",40,Doctoral,Male,,"$75,001 - $150,000","White,Black",,non-Hispanic,Sometimes,Sometimes,Never,Sometimes,Frequently,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Frequently,Always,Never,Never,,Never,Frequently,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,I have planned for things in the future and plan every detail.,I am right-handed.,,,N/A,Somewhat true,Somewhat true,Not true,Not true,Not true,Certainly true,Not true,5d76c05f35227b0019dc57d1,667c9da79eb55ec66c381b5c,6675e9e612bd2a2af68bed70,21,1,1
2024-06-26 18:05:18,2024-06-26 18:13:28,IP Address,172.84.188.106,100,490,True,2024-06-26 18:13:29,R_3dFU35wisEgL2iC,,,,,37.751,-97.822,anonymous,EN,666ececc47ca746d72d7ac74,Yes,No,"Yes, I give consent",33,Bachelor,Female,,"$150,001 - $175,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,I focus on tasks that demand accurate motions when I'm at my sharpest and most concentrated. These approaches assist me in overcoming obstacles and keep me self-reliant in my tasks.,I am right-handed.,Other,none,N/A,Not true,Not true,Not true,Not true,Not true,Not true,Not true,666ececc47ca746d72d7ac74,667c9ea6c0542aee42f6bf54,6675e9e612bd2a2af68bed70,32,1,1
2024-06-26 18:00:58,2024-06-26 18:13:53,IP Address,98.196.158.100,100,774,True,2024-06-26 18:13:53,R_3ZHwDXkRDU2HEEd,,,,,30.0524,-95.3707,anonymous,EN,66668ddd9e78eb49504cb2db,Yes,No,"Yes, I give consent",31,Master,Male,,"$40,001 - $75,000","White,Nat. Amer.,Other",hispanic,Hispanic,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Frequently,Never,Sometimes,Never,Frequently,Never,Never,Never,Frequently,Frequently,Sometimes,Never,Never,Never,Sometimes,Frequently,Frequently,no car but I am licensed and can drive.,Sometimes,Never,Never,Never,Never,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Time management and awareness,I am right-handed.,Dyslexia,,2006,Somewhat true,Certainly true,Not true,Not true,Not true,Not true,Not true,66668ddd9e78eb49504cb2db,667c9b854652c32c1b32b9c1,6675e9e612bd2a2af68bed70,52,1,1
2024-06-26 18:16:57,2024-06-26 18:19:57,IP Address,172.84.188.106,100,179,True,2024-06-26 18:19:57,R_5msCDCC8AEMjq7c,,,,,37.751,-97.822,anonymous,EN,666ececc47ca746d72d7ac74,Yes,No,"Yes, I give consent",33,Bachelor,Female,,"$150,001 - $175,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,I focus on tasks that demand accurate motions when I'm at my sharpest and most concentrated. These approaches assist me in overcoming obstacles and keep me self-reliant in my tasks.,I am right-handed.,Other,NO,N/A,Not true,Not true,Not true,Not true,Not true,Not true,Not true,666ececc47ca746d72d7ac74,667c9ea6c0542aee42f6bf54,6675e9e612bd2a2af68bed70,91,1,1
2024-06-26 17:56:24,2024-06-26 18:20:15,IP Address,107.184.160.118,100,1430,True,2024-06-26 18:20:15,R_3EtxrDjWjnXUHip,,,,,33.6666,-117.8889,anonymous,EN,5fe0d610dd8cf1a331961cbe,Yes,No,"Yes, I give consent",39,High School,Female,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Sometimes,Frequently,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Frequently,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Frequently,n/A,Sometimes,Never,Never,Sometimes,Frequently,Sometimes,Never,Sometimes,Never,Never,"I don't think I have any coordination difficulties per se combat no more than the average person I don't think. Used to be somewhat dyslexic but very mildly, and the only time I have an issue with it now is if I'm really tired and my eyes are tired then sometimes I flip letters around or I flip words around or numbers but that's not a coordination issue. So I really don't think I've come up with any strategies at all i've never thought of myself as being uncoordinated. I think everybody has uncoordinated moments in their life'cause nobody's perfect but that doesn't make me uncoordinated person.",I am ambidextrous.,Dyslexia,,When I was a child like in first grade probably because they started noticing that I had problems with keeping the order of words or keeping the order of letters in certain words or when I read out loud I would read words out of order of the sentence. I don't have a diagnosed by a doctor or not and my mom's not here to ask. That many teachers brought it up to my family but I grew out of it to be honest. Guessed prior I only have issues with it as an adult but I'm really really tired of my eyes i'm really tired. Sometimes flip around the order of numbers or letters.,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,5fe0d610dd8cf1a331961cbe,667c9b7b7cd39d81d07f6900,6675e9e612bd2a2af68bed70,124,1,1
2024-06-26 17:54:24,2024-06-26 18:45:19,IP Address,66.118.99.45,100,3054,True,2024-06-26 18:45:20,R_3NZXzjsnm9mKDFb,,,,,31.5662,-81.4155,anonymous,EN,653c88e34739d6bcfc9d8252,Yes,No,"Yes, I give consent",21,High School,Male,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Sometimes,Frequently,Never,Sometimes,Never,Never,Never,Sometimes,Frequently,Frequently,Sometimes,Never,Never,Never,Never,Sometimes,Frequently,Never,Never,Sometimes,Frequently,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,I write stuff down a lot to make up for misremembering in the short-term context.,I am left-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,Age 16.,Not true,Somewhat true,Not true,Not true,Somewhat true,Somewhat true,Somewhat true,653c88e34739d6bcfc9d8252,667c9bf52ac1bcbdd829938f,6675e9e612bd2a2af68bed70,75,1,1
2024-06-26 19:01:59,2024-06-26 19:06:54,IP Address,71.81.115.81,100,295,True,2024-06-26 19:06:55,R_62KlOcP5yK7IrjM,,,,,34.7518,-82.2556,anonymous,EN,5c1addc3bdb7e800018322d7,Yes,No,"Yes, I give consent",30,Associate,Male,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Sometimes,Frequently,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Frequently,Never,Never,Sometimes,Sometimes,Frequently,Sometimes,Always,Sometimes,Never,Frequently,Never,Sometimes,Never,Always,Frequently,Always,,Always,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Frequently,N/A,I am right-handed.,,,,Somewhat true,Certainly true,Somewhat true,Somewhat true,Certainly true,Certainly true,Not true,5c1addc3bdb7e800018322d7,667cabf1723ff7f00dda22d5,6675e9e612bd2a2af68bed70,104,1,1
2024-06-26 19:45:54,2024-06-26 19:47:21,IP Address,64.79.248.228,100,86,True,2024-06-26 19:47:22,R_1sbT4h0f2xJbTS4,,,,,37.751,-97.822,anonymous,EN,63ae111b15843aca0165d6ae,Yes,Yes - as an adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ae111b15843aca0165d6ae,667cb62ef888c2f1e76c1214,6675e9e612bd2a2af68bed70,,,
2024-06-26 19:47:33,2024-06-26 19:47:55,IP Address,64.79.248.228,100,21,True,2024-06-26 19:47:56,R_5CwOs8BxFhGtr1W,,,,,37.751,-97.822,anonymous,EN,63ae111b15843aca0165d6ae,Yes,Yes - as a child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ae111b15843aca0165d6ae,667cb62ef888c2f1e76c1214,6675e9e612bd2a2af68bed70,,,
2024-06-26 19:48:03,2024-06-26 19:48:37,IP Address,64.79.248.228,100,33,True,2024-06-26 19:48:37,R_1uwgTIy5IMm4DOD,,,,,37.751,-97.822,anonymous,EN,63ae111b15843aca0165d6ae,Yes,"No, but I identify as being on the autism spectrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ae111b15843aca0165d6ae,667cb62ef888c2f1e76c1214,6675e9e612bd2a2af68bed70,,,
2024-06-26 19:45:36,2024-06-26 19:51:19,IP Address,69.130.246.30,100,343,True,2024-06-26 19:51:19,R_1o57lXS3Kx24mKy,,,,,43.1899,-89.2185,anonymous,EN,5dd405ab80123f3eaae9af80,Yes,No,"Yes, I give consent",64,Master,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Frequently,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,,Never,Sometimes,Always,Frequently,Always,,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,None,I am right-handed.,,,,Certainly true,Certainly true,Somewhat true,Somewhat true,Not true,Somewhat true,Not true,5dd405ab80123f3eaae9af80,667cb629a9ce42cb235c87ed,6675e9e612bd2a2af68bed70,5,1,1
2024-06-26 19:46:18,2024-06-26 19:55:17,IP Address,72.23.171.56,100,538,True,2024-06-26 19:55:17,R_67HbktH7vcHvz9y,,,,,41.0423,-80.0437,anonymous,EN,66562c2343839297e443c9d4,Yes,No,"Yes, I give consent",20,Some college,Female,,"Less than $20,000",Nat. Amer.,,non-Hispanic,Sometimes,Frequently,Always,Frequently,Always,Never,Sometimes,Never,Always,Always,Never,Never,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,Frequently,Never,,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Frequently,Sometimes,Frequently,I have just learned to laugh at myself when I do something clumsy,I am right-handed.,,,,Somewhat true,Not true,Not true,Not true,Not true,Not true,Not true,66562c2343839297e443c9d4,667cb62956e786c5661ac95c,6675e9e612bd2a2af68bed70,39,1,1
2024-06-26 19:48:44,2024-06-26 20:05:44,IP Address,64.79.248.228,100,1020,True,2024-06-26 20:05:45,R_3E9zGvEPEpOi4zc,,,,,37.751,-97.822,anonymous,EN,63ae111b15843aca0165d6ae,Yes,No,"Yes, I give consent",50,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Never,Frequently,Always,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Never,Never,Sometimes,Frequently,Always,Sometimes,Frequently,Frequently,Always,Always,I dont drive because my inability to coordinate my actions. I tried driving around my home but it was terrible,Always,Always,Sometimes,Never,Never,Sometimes,Frequently,Always,Frequently,Sometimes,I have tried to improve on my coordination by try to do one thing at a time. I needed to take enough time to finish one task at a time. That makes me feel good,I am right-handed.,"Dyspraxia, Developmental Co-ordination Disorder, Clumsy Child Syndrome",,I diagnosed when I was around 6 years I was told by my mother,Somewhat true,Somewhat true,Certainly true,Certainly true,Certainly true,Somewhat true,Not true,63ae111b15843aca0165d6ae,667cb62ef888c2f1e76c1214,6675e9e612bd2a2af68bed70,56,1,1
2024-06-27 11:16:42,2024-06-27 11:20:19,IP Address,71.167.175.29,100,216,True,2024-06-27 11:20:20,R_3YLcGFNVycBR3dQ,,,,,40.6713,-73.8943,anonymous,EN,5d40616adfc847001a604314,Yes,No,"Yes, I give consent",33,Bachelor,Male,,"$20,001 - $40,000",White,,non-Hispanic,Never,Never,Always,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Frequently,Never,Never,Sometimes,Sometimes,Always,Frequently,Sometimes,Frequently,Sometimes,Never,,Sometimes,Sometimes,Never,Never,Never,Frequently,Never,Never,Sometimes,Always,Digital Reminders,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Somewhat true,Somewhat true,Not true,5d40616adfc847001a604314,667d905d0fd93fe47e76a7d4,6675e9e612bd2a2af68bed70,108,1,1
2024-06-27 11:19:15,2024-06-27 11:24:47,IP Address,66.169.33.56,100,331,True,2024-06-27 11:24:47,R_6WCr8sRvbEBAAKw,,,,,34.6923,-82.2919,anonymous,EN,5a61207cc0d8360001078f07,Yes,No,"Yes, I give consent",50,Bachelor,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,,I am left-handed.,,,,Not true,Not true,Not true,Not true,Not true,Not true,Not true,5a61207cc0d8360001078f07,667d90f308b19d93dbc3fa5e,6675e9e612bd2a2af68bed70,25,1,1
2024-06-27 11:17:56,2024-06-27 11:28:17,IP Address,65.185.80.196,100,621,True,2024-06-27 11:28:17,R_1wEOEi1bQ5nRnzj,,,,,41.3187,-81.8318,anonymous,EN,6658fc512b8d81c85bf3d028,Yes,No,"Yes, I give consent",31,Some college,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Frequently,Frequently,Frequently,,Frequently,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,I was never great with coordination when it came to sports so I just avoid sports and find other interests to be involved in like gardening.,I am right-handed.,,,,Somewhat true,Somewhat true,Not true,Not true,Not true,Somewhat true,Not true,6658fc512b8d81c85bf3d028,667d90a4890df7454e34c167,6675e9e612bd2a2af68bed70,54,1,1
2024-06-27 13:06:35,2024-06-27 13:15:15,IP Address,45.49.98.182,100,520,True,2024-06-27 13:15:16,R_7OChnTZfdjcoKoy,,,,,34.0772,-117.4506,anonymous,EN,5ea50a770005874d591bab05,Yes,No,"Yes, I give consent",20,Some college,Male,,"$75,001 - $150,000",Nat. Amer.,,Hispanic,Sometimes,Never,Never,Always,Sometimes,Frequently,Frequently,Never,Sometimes,Never,Frequently,Never,Never,Sometimes,Sometimes,Never,Never,Frequently,Sometimes,Never,Always,Never,Never,Never,Always,Never,Never,Never,Sometimes,Frequently,I do not drive due to always being scared and the death of a close friend via a car accident.,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Listening to music that has no lyrics keeps me focused when needing high coordination.,I am right-handed.,,,,Not true,Certainly true,Somewhat true,Not true,Not true,Somewhat true,Certainly true,5ea50a770005874d591bab05,667daa101899ad41a50450b4,6675e9e612bd2a2af68bed70,13,1,1
2024-06-27 13:13:01,2024-06-27 13:21:50,IP Address,73.235.174.117,100,529,True,2024-06-27 13:21:51,R_6IAdVhBioGMBYiC,,,,,38.6353,-121.4558,anonymous,EN,54924b8efdf99b77ccedc1d5,Yes,No,"Yes, I give consent",23,Some college,Male,,"$40,001 - $75,000",Asian,,non-Hispanic,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Frequently,Frequently,Frequently,Never,Never,Frequently,Never,Sometimes,Never,Sometimes,Sometimes,Never,Frequently,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Always,Always,Never,"I do not drive, It is less of a choice not to drive and more of the fact that I am currently not able to afford to drive, such as the lack of a car or the lack of backing to pay for gas.",Always,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,"A lot of the coordination difficulties that do come up in my life are often things that I can plan ahead for rather than deal with immediately, so I've made it a habit to prepare things before rather than later in order to make it easier for me.",I am right-handed.,,,,Certainly true,Somewhat true,Not true,Not true,Somewhat true,Not true,Not true,54924b8efdf99b77ccedc1d5,667da997a05b765b7d43fe3f,6675e9e612bd2a2af68bed70,146,1,1
2024-06-27 14:12:16,2024-06-27 14:12:52,IP Address,12.144.112.42,100,36,True,2024-06-27 14:12:53,R_5MzBfRkLfbWyyfC,,,,,37.8375,-120.1035,anonymous,EN,663bc748f52ea7379b8bebea,Yes,"No, but I identify as being on the autism spectrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663bc748f52ea7379b8bebea,667db987e50ac9506ef9ea2d,6675e9e612bd2a2af68bed70,,,
2024-06-27 14:11:42,2024-06-27 14:15:19,IP Address,107.1.161.226,100,216,True,2024-06-27 14:15:20,R_3GNzFansXoXdVGQ,,,,,45.5288,-122.6821,anonymous,EN,6558545d8efffec04778ae6b,Yes,No,"Yes, I give consent",43,Master,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Frequently,Never,Frequently,,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,making lists,I am left-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,6558545d8efffec04778ae6b,667db961217ae8dbc0390157,6675e9e612bd2a2af68bed70,42,1,1
2024-06-27 14:11:58,2024-06-27 14:16:22,IP Address,130.44.174.219,100,263,True,2024-06-27 14:16:23,R_1QJLeaEb16R9sHV,,,,,42.3996,-71.1246,anonymous,EN,65d3c91a0f8e6d4797767f7c,Yes,No,"Yes, I give consent",25,Bachelor,Female,,"$75,001 - $150,000",Asian,,non-Hispanic,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Write a lot of hand written notes if I don't want to forget something,I am right-handed.,,,,Not true,Not true,Not true,Not true,Not true,Not true,Not true,65d3c91a0f8e6d4797767f7c,667db97487bb788a697d623c,6675e9e612bd2a2af68bed70,100,1,1
2024-06-27 14:12:10,2024-06-27 14:17:12,IP Address,66.214.200.40,100,302,True,2024-06-27 14:17:13,R_7GOZLzwKH0xXy2m,,,,,35.3135,-120.8369,anonymous,EN,5d4f5ba3cafff0001b4426b3,Yes,No,"Yes, I give consent",21,Some college,Male,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Never,Sometimes,Frequently,Always,,Frequently,Frequently,Sometimes,Never,Sometimes,Sometimes,Frequently,Never,Sometimes,Frequently,,I am right-handed.,,,,Certainly true,Somewhat true,Somewhat true,Somewhat true,Certainly true,Not true,Somewhat true,5d4f5ba3cafff0001b4426b3,667db97f1beeac01642eaf8a,6675e9e612bd2a2af68bed70,20,1,1
2024-06-27 14:12:06,2024-06-27 14:17:55,IP Address,108.199.119.62,100,349,True,2024-06-27 14:17:56,R_7pvzEn8OD9GiTBf,,,,,29.4213,-98.5313,anonymous,EN,665fd093bc9c923caeb2a8cd,Yes,No,"Yes, I give consent",33,Bachelor,Male,,"$75,001 - $150,000",Asian,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Never,Never,Never,Sometimes,Never,Sometimes,,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,senior year of hs,Not true,Not true,Not true,Not true,Somewhat true,Not true,Not true,665fd093bc9c923caeb2a8cd,667db97a11bdf65eb3f2aaa6,6675e9e612bd2a2af68bed70,149,1,1
2024-06-27 14:11:44,2024-06-27 14:18:27,IP Address,75.226.178.127,100,402,True,2024-06-27 14:18:27,R_5aJpdxM4fQsZljt,,,,,47.6459,-122.3995,anonymous,EN,667c6978f3f5260903ac13c1,Yes,No,"Yes, I give consent",26,Some college,Female,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Sometimes,Never,Always,Sometimes,Frequently,Sometimes,Sometimes,Never,Never,Never,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Never,Frequently,Always,Never,Never,Sometimes,Always,Frequently,Always,,Frequently,Sometimes,Never,Sometimes,Always,Frequently,Sometimes,Frequently,Frequently,Always,"Slower approaches, mindfulness, breathing exercises",I am right-handed.,,,,Somewhat true,Certainly true,Not true,Somewhat true,Somewhat true,Somewhat true,Not true,667c6978f3f5260903ac13c1,667db9651136981604d818d1,6675e9e612bd2a2af68bed70,89,1,1
2024-06-27 15:56:47,2024-06-27 16:00:59,IP Address,68.5.247.243,100,252,True,2024-06-27 16:01:00,R_5kNUxGyxrr2IHqE,,,,,33.6816,-117.8302,anonymous,EN,6675d8be57dcb7f1e395c6e3,Yes,No,"Yes, I give consent",24,Bachelor,Female,,"$40,001 - $75,000","Asian,Nat. Amer.,Pac. Isles",,non-Hispanic,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Frequently,Never,Sometimes,,Frequently,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,"I have tried to keep things on a schedule and be more accountable for my belongings ",I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2023,Somewhat true,Somewhat true,Not true,Somewhat true,Not true,Not true,Not true,6675d8be57dcb7f1e395c6e3,667dd1fb80b4c43335b2fb0d,6675e9e612bd2a2af68bed70,116,1,1
2024-06-27 16:02:03,2024-06-27 16:06:49,IP Address,76.92.46.201,100,285,True,2024-06-27 16:06:50,R_54oVb66TyLOzmgS,,,,,38.3103,-85.7612,anonymous,EN,66585ecc44201efc39f333bc,Yes,No,"Yes, I give consent",45,High School,Female,,"$150,001 - $175,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Frequently,Sometimes,Never,Never,Never,Sometimes,Frequently,Frequently,Frequently,,Never,Sometimes,Never,Never,Never,Sometimes,Frequently,Sometimes,Sometimes,Frequently,not really,I am right-handed.,,,,Somewhat true,Certainly true,Not true,Not true,Not true,Not true,Not true,66585ecc44201efc39f333bc,667dd33ffbec2fbf3c39a041,6675e9e612bd2a2af68bed70,60,1,1
2024-06-27 16:01:50,2024-06-27 16:08:56,IP Address,107.133.147.114,100,426,True,2024-06-27 16:08:57,R_5RskM3kFulzaWdn,,,,,37.7201,-122.4414,anonymous,EN,658248329be62e92407c8c7f,Yes,No,"Yes, I give consent",28,Bachelor,Female,,"$20,001 - $40,000",Asian,,non-Hispanic,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Never,Frequently,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Frequently,,Never,Frequently,Never,Never,Never,Never,Frequently,Always,Never,Frequently,Focus on one  thing at a time,I am right-handed.,,,,Somewhat true,Certainly true,Not true,Not true,Certainly true,Somewhat true,Not true,658248329be62e92407c8c7f,667dd3271f00792034acdb5a,6675e9e612bd2a2af68bed70,2,1,1
